comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
"""Super easy to work with, good communication, helpful editorial suggestions""","Contract: Verbal or ""handshake"" agreement",$0.04,False,Little to no reporting,Haven't gotten it yet (as of this reporting) ,svg-2,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: First Serial Rights,"opinion, editorial, column or essay",1000,2016
,"Contract: Verbal or ""handshake"" agreement",$0.03,False,Little to no reporting,Paid in 2 months ,svg-2,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: Other / I don't know,"criticism, review, or arts/entertainment coverage",800,2016
,Contract: No,$0.05,False,Little to no reporting,Paid in 3 months ,svg-1,Platform: digital,The Billfold,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,feature,600,2016
"""Editing is fast and positive, but the pay is a pittance. You're expected to source your own images.""",Contract: ,$0.04,False,Little to no reporting,Paid in 2 months ,svg-2,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: Other / I don't know,"opinion, editorial, column or essay",800,2016
,Contract: ,$0.03,False,,Paid in 15 days ,svg-3,Platform: digital,The Billfold,,Rights: First Serial Rights,,1100-word,2016
"""I did eventually get paid, but it took over a year and several times of following up.""",Contract: No,$0.03,False,Little to no reporting,Longer than 3 months ,svg-4,Platform: digital,The Billfold,Solicited pitch (editor asked you to pitch),Rights: First Serial Rights,"opinion, editorial, column or essay",750,2016
,Contract: No,$0.04,False,Little to no reporting,Longer than 3 months ,svg-2,Platform: digital,The Billfold,Assignment (editor came to you),Rights: First Serial Rights,"opinion, editorial, column or essay",800,2016
,Contract: No,$0.04,False,Little to no reporting,Paid in 6 weeks ,svg-1,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: First Serial Rights,"opinion, editorial, column or essay",800,2016
,Contract: No,$0.03,False,Medium reporting,Paid in 3 months ,svg-1,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: Other / I don't know,"opinion, editorial, column or essay",1000,2016
,"Contract: Verbal or ""handshake"" agreement",$0.02,False,Little to no reporting,,ng-hide,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: All rights,feature,~1500,2015
"""It's no longer true that The Billfold doesn't have the money to pay contributors. They pay some contributors sometimes. """,Contract: No,$0.00,False,Little to no reporting,,ng-hide,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: ,profile or interview,~3000,2014
,Contract: No,$0.02,False,Little to no reporting,,ng-hide,Platform: digital,The Billfold,Submission/spec (piece was written prior and then submitted for publication),Rights: First Serial Rights,"opinion, editorial, column or essay",~1500,2014
"""No payment offered; I asked, they said yes but no amount given.  Check showed up unannounced.""",Contract: No,$0.03,False,Little to no reporting,,ng-hide,Platform: digital,The Billfold,Cold pitch (no pre-existing relationship),Rights: First Serial Rights,"opinion, editorial, column or essay",~750,2014
,Contract: ,,,,,ng-hide,,The Billfold,,Rights: ,,,2013
