comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: No,$0.02,False,Little to no reporting,Paid in 15 days ,svg-1,Platform: digital,Bitch,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,blog post,2160,2016
"""Piece was basically rewritten by the editor which I did not love, but I think this only happened because they were on deadline""",Contract: No,$0.13,False,Little to no reporting,Paid in 1 month ,svg-2,Platform: print,Bitch,Assignment (editor came to you),Rights: All rights,"criticism, review, or arts/entertainment coverage",300,2016
,"Contract: Verbal or ""handshake"" agreement",$0.03,False,Medium reporting,Paid in 15 days ,svg-1,Platform: digital,Bitch,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,"criticism, review, or arts/entertainment coverage",1800,2016
,Contract: Yes,$0.22,False,Heavy/Investigative reporting,Paid in 2 months ,svg-2,Platform: print,Bitch,Cold pitch (no pre-existing relationship),Rights: First Serial Rights,feature,1600,2016
,Contract: Yes,$0.05,False,Medium reporting,Paid in 1 month ,svg-1,Platform: digital,Bitch,Solicited pitch (editor asked you to pitch),Rights: First Serial Rights,"criticism, review, or arts/entertainment coverage",1600,2016
"""The editor replied promptly and enthusiastically. We had a good conversation about the subject, and she actually made an effort in editing my piece, which is something a lot of previous editors I've dealt with haven't done. ""","Contract: Verbal or ""handshake"" agreement",$0.05,False,Medium reporting,,ng-hide,Platform: digital,Bitch,Cold pitch (no pre-existing relationship),Rights: First Serial Rights,"opinion, editorial, column or essay",~750,2015
,Contract: Yes,$0.07,False,Medium reporting,,ng-hide,Platform: print,Bitch,Ongoing/pre-existing relationship with editor or publication,Rights: ,profile or interview,~750,2014
,Contract: Yes,$0.01,False,Little to no reporting,,ng-hide,Platform: digital,Bitch,Cold pitch (no pre-existing relationship),Rights: ,"opinion, editorial, column or essay",~750,2014
"""Bitch Media is Bitch Magazine's online platform. They publish blog posts daily. the web editor told me that they pay $20 per blog post. They usually aim for around 1200 words per post, but mine was longer than that.""",Contract: No,$0.01,False,Heavy/Investigative reporting,,ng-hide,Platform: digital,Bitch,Cold pitch (no pre-existing relationship),Rights: ,profile or interview,~1500,2013
,Contract: ,$0.10,False,,,ng-hide,Platform: print,Bitch,,Rights: ,"criticism, review, or arts/entertainment converage",400,2013
,Contract: ,$40,True,,,ng-hide,Platform: print,Bitch,,Rights: ,, profile or interview,2013
,Contract: ,$0.03,False,,,ng-hide,Platform: print,Bitch,,Rights: ,fob,800,2013
,Contract: ,$50,True,,,ng-hide,Platform: print,Bitch,,Rights: ,,,2013
